claim,url,date,content,renderedContent,id,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags,username,displayname,description,rawDescription,descriptionUrls,verified,created,followersCount,friendsCount,statusesCount,favouritesCount,listedCount,mediaCount,location,protected,linkUrl,linkTcourl,profileImageUrl,profileBannerUrl,label,user_id
New Year fireworks cancelled because of migrants,https://twitter.com/ValeryEngel/status/1205048275713363968,2019-12-12 08:54:32+00:00,Мигранты запрещают в Европе Новый год Страх перед беженцами вытесняет традиционные ценности https://t.co/C4aBT7Wchs,Мигранты запрещают в Европе Новый год Страх перед беженцами вытесняет традиционные ценности svpressa.ru/world/article/…,1205048275713363968,0.0,0.0,0.0,0.0,1.205048275713364e+18,ru,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://www.facebook.com/twitter,Facebook,['https://svpressa.ru/world/article/139610/'],['https://t.co/C4aBT7Wchs'],,,,,,,,,,ValeryEngel,Valery Engel,"Senior Fellow of the Center for Analysis of the Radical Rights (London), European Center for Democracy Development (Riga), Moscow Institute of Psychoanalysis.","Senior Fellow of the Center for Analysis of the Radical Rights (London), European Center for Democracy Development (Riga), Moscow Institute of Psychoanalysis.",,False,2010-06-09 10:27:23+00:00,339.0,364.0,14785.0,456.0,9.0,173.0,London-Riga-Moscow,False,http://civic-nation.org,https://t.co/H22RzgBDUF,https://pbs.twimg.com/profile_images/3096023065/ad6cf15c5a4fe2114857d4b09fb229fb_normal.jpeg,,,153748638
White Helmets fabricated evidence used to bomb Syria,https://twitter.com/rs_sputnik/status/1204727528767668224,2019-12-11 11:40:00+00:00,"Iran će razvijati sopstveni internet #Iran 
👇
https://t.co/Yx7hgWuzCC","Iran će razvijati sopstveni internet #Iran 
👇
sptnkne.ws/ADRr",1204727528767668224,0.0,1.0,5.0,0.0,1.2047275287676682e+18,und,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,['https://sptnkne.ws/ADRr'],['https://t.co/Yx7hgWuzCC'],,,,,,,,['Iran'],,rs_sputnik,Sputnik Србијa,Sputnjik je novinska agencija koja prikazuje višepolarni svet. Govorimo ono što drugi prećutkuju. Agencija emituje i radijski program. rs-lat.sputniknews.com,Sputnjik je novinska agencija koja prikazuje višepolarni svet. Govorimo ono što drugi prećutkuju. Agencija emituje i radijski program. https://t.co/xEicSK9KO9,"[{'text': 'rs-lat.sputniknews.com', 'url': 'http://rs-lat.sputniknews.com', 'tcourl': 'https://t.co/xEicSK9KO9', 'indices': (135, 158)}]",True,2010-09-20 08:05:18+00:00,25731.0,481.0,231449.0,189.0,210.0,74838.0,"Moskva, Zubovski bulevar, 4.",False,https://rs.sputniknews.com/,https://t.co/Wle5U7BsXB,https://pbs.twimg.com/profile_images/1338485280635056129/n1NTQ8E4_normal.jpg,https://pbs.twimg.com/profile_banners/192829567/1642411414,"UserLabel(description='Медиј који сарађује са владом Русија', url='https://help.twitter.com/rules-and-policies/state-affiliated', badgeUrl='https://pbs.twimg.com/semantic_core_img/1290393477595820032/pLqK9_SG?format=png&name=orig', longDescription=None)",192829567
White Helmets fabricated evidence used to bomb Syria,https://twitter.com/SputnikMundo/status/1204413207516872711,2019-12-10 14:51:00+00:00,"Organizadores de JJOO esperan que atletas de todos países compitan según reglas antidopaje 🚫💉💊 👇 
https://t.co/oAQUhzJJhD","Organizadores de JJOO esperan que atletas de todos países compitan según reglas antidopaje 🚫💉💊 👇 
sptnkne.ws/ADrR",1204413207516872704,0.0,0.0,3.0,0.0,1.2044132075168727e+18,es,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,['https://sptnkne.ws/ADrR'],['https://t.co/oAQUhzJJhD'],,,,,,,,,,SputnikMundo,Sputnik Mundo,Twitter oficial de la web de noticias rusa Sputnik Mundo y de Radio Sputnik. Síguenos también en @Sputnik_Report | t.me/SputnikMundo,Twitter oficial de la web de noticias rusa Sputnik Mundo y de Radio Sputnik. Síguenos también en @Sputnik_Report | https://t.co/zot54GuGyv,"[{'text': 't.me/SputnikMundo', 'url': 'http://t.me/SputnikMundo', 'tcourl': 'https://t.co/zot54GuGyv', 'indices': (115, 138)}]",True,2011-02-16 11:49:16+00:00,145807.0,406.0,352759.0,154.0,1789.0,113448.0,"Moscú, Rusia",False,https://mundo.sputniknews.com/,https://t.co/IY6HVlJ2zK,https://pbs.twimg.com/profile_images/1337434663359553538/sgHahM06_normal.jpg,https://pbs.twimg.com/profile_banners/253020963/1641636940,"UserLabel(description='Medios afiliados al gobierno, Rusia', url='https://help.twitter.com/rules-and-policies/state-affiliated', badgeUrl='https://pbs.twimg.com/semantic_core_img/1290393477595820032/pLqK9_SG?format=png&name=orig', longDescription=None)",253020963
White Helmets fabricated evidence used to bomb Syria,https://twitter.com/sputnik_ar/status/1204394656018157568,2019-12-10 13:37:17+00:00,"أمير الكويت: منطقتنا تعرضت وما زالت إلى تصعيد خطير هدد الأمن والاستقرار

https://t.co/lvZHKbHbk0 https://t.co/cjYk3aEgGV","أمير الكويت: منطقتنا تعرضت وما زالت إلى تصعيد خطير هدد الأمن والاستقرار

sptnkne.ws/ADrr https://t.co/cjYk3aEgGV",1204394656018157568,0.0,4.0,6.0,0.0,1.2043946560181576e+18,ar,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,['https://sptnkne.ws/ADrr'],['https://t.co/lvZHKbHbk0'],,,,,,,,,,sputnik_ar,sputnik_ar,سبوتنيك عربي - موقع إعلامي باللغة العربية، تقدمه وكالة الأنباء الدولية روسيا سيغودنيا (Rossiya Segodnya),سبوتنيك عربي - موقع إعلامي باللغة العربية، تقدمه وكالة الأنباء الدولية روسيا سيغودنيا (Rossiya Segodnya),,True,2011-11-22 14:22:23+00:00,272921.0,75.0,323234.0,1301.0,1191.0,72393.0,,False,http://arabic.sputniknews.com,https://t.co/in3vIFzq5b,https://pbs.twimg.com/profile_images/1338765101864808448/rlZ2NULE_normal.jpg,https://pbs.twimg.com/profile_banners/418731185/1641199675,"UserLabel(description='روسيا وسائل إعلام تابعة للدولة', url='https://help.twitter.com/rules-and-policies/state-affiliated', badgeUrl='https://pbs.twimg.com/semantic_core_img/1290393477595820032/pLqK9_SG?format=png&name=orig', longDescription=None)",418731185
White Helmets fabricated evidence used to bomb Syria,https://twitter.com/SputnikMundo/status/1184962038780628992,2019-10-17 22:39:00+00:00,Embajador ruso: Kiev inventa pretexto para impedir implementar 'fórmula Steinmeier' https://t.co/yJLXxRCX9S,Embajador ruso: Kiev inventa pretexto para impedir implementar 'fórmula Steinmeier' sptnkne.ws/AdRR,1184962038780628992,0.0,5.0,4.0,0.0,1.184962038780629e+18,es,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,['https://sptnkne.ws/AdRR'],['https://t.co/yJLXxRCX9S'],,,,,,,,,,SputnikMundo,Sputnik Mundo,Twitter oficial de la web de noticias rusa Sputnik Mundo y de Radio Sputnik. Síguenos también en @Sputnik_Report | t.me/SputnikMundo,Twitter oficial de la web de noticias rusa Sputnik Mundo y de Radio Sputnik. Síguenos también en @Sputnik_Report | https://t.co/zot54GuGyv,"[{'text': 't.me/SputnikMundo', 'url': 'http://t.me/SputnikMundo', 'tcourl': 'https://t.co/zot54GuGyv', 'indices': (115, 138)}]",True,2011-02-16 11:49:16+00:00,145807.0,406.0,352759.0,154.0,1789.0,113448.0,"Moscú, Rusia",False,https://mundo.sputniknews.com/,https://t.co/IY6HVlJ2zK,https://pbs.twimg.com/profile_images/1337434663359553538/sgHahM06_normal.jpg,https://pbs.twimg.com/profile_banners/253020963/1641636940,"UserLabel(description='Medios afiliados al gobierno, Rusia', url='https://help.twitter.com/rules-and-policies/state-affiliated', badgeUrl='https://pbs.twimg.com/semantic_core_img/1290393477595820032/pLqK9_SG?format=png&name=orig', longDescription=None)",253020963
White Helmets fabricated evidence used to bomb Syria,https://twitter.com/SputnikInt/status/1184682949884563456,2019-10-17 04:10:00+00:00,Death toll from earthquake in southern #Philippines up to five people – reports https://t.co/aLWw27Q3nb,Death toll from earthquake in southern #Philippines up to five people – reports sptnkne.ws/AdrR,1184682949884563456,0.0,2.0,1.0,0.0,1.1846829498845635e+18,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,['https://sptnkne.ws/AdrR'],['https://t.co/aLWw27Q3nb'],,,,,,,,['Philippines'],,SputnikInt,Sputnik,"Sputnik is a global wire, radio and digital news service. We exist to tell the stories that aren’t being told.","Sputnik is a global wire, radio and digital news service. We exist to tell the stories that aren’t being told.",,True,2009-04-22 12:55:28+00:00,328919.0,305.0,184618.0,32.0,6715.0,15030.0,,False,http://sputniknews.com,https://t.co/FRgvSyM3I8,https://pbs.twimg.com/profile_images/1338442439862996992/LABf4E_j_normal.jpg,https://pbs.twimg.com/profile_banners/34262462/1641204560,"UserLabel(description='Russia state-affiliated media', url='https://help.twitter.com/rules-and-policies/state-affiliated', badgeUrl='https://pbs.twimg.com/semantic_core_img/1290393477595820032/pLqK9_SG?format=png&name=orig', longDescription=None)",34262462
White Helmets fabricated evidence used to bomb Syria,https://twitter.com/SputnikInt/status/1184667850260107264,2019-10-17 03:10:00+00:00,"Three of four members of 'the Squad' set to endorse Bernie Sanders for president 

@BernieSanders https://t.co/j7ZnrNtXAs","Three of four members of 'the Squad' set to endorse Bernie Sanders for president 

@BernieSanders sptnkne.ws/Adrr",1184667850260107264,1.0,2.0,3.0,0.0,1.1846678502601073e+18,en,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,['https://sptnkne.ws/Adrr'],['https://t.co/j7ZnrNtXAs'],,,,,"[User(username='BernieSanders', id=216776631, displayname='Bernie Sanders', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,,,SputnikInt,Sputnik,"Sputnik is a global wire, radio and digital news service. We exist to tell the stories that aren’t being told.","Sputnik is a global wire, radio and digital news service. We exist to tell the stories that aren’t being told.",,True,2009-04-22 12:55:28+00:00,328919.0,305.0,184618.0,32.0,6715.0,15030.0,,False,http://sputniknews.com,https://t.co/FRgvSyM3I8,https://pbs.twimg.com/profile_images/1338442439862996992/LABf4E_j_normal.jpg,https://pbs.twimg.com/profile_banners/34262462/1641204560,"UserLabel(description='Russia state-affiliated media', url='https://help.twitter.com/rules-and-policies/state-affiliated', badgeUrl='https://pbs.twimg.com/semantic_core_img/1290393477595820032/pLqK9_SG?format=png&name=orig', longDescription=None)",34262462
Sanctions on Syria are illegal,https://twitter.com/SputnikMundo/status/1204804787746639874,2019-12-11 16:47:00+00:00,"📎📷 Londres abre una exposición dedicada al centenario del Instituto de Cine ruso 📽🎞🇷🇺 👇 
https://t.co/K5hsufDzKW","📎📷 Londres abre una exposición dedicada al centenario del Instituto de Cine ruso 📽🎞🇷🇺 👇 
sptnkne.ws/ADYN",1204804787746639872,1.0,0.0,6.0,0.0,1.20480478774664e+18,es,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",https://about.twitter.com/products/tweetdeck,TweetDeck,['https://sptnkne.ws/ADYN'],['https://t.co/K5hsufDzKW'],,,,,,,,,,SputnikMundo,Sputnik Mundo,Twitter oficial de la web de noticias rusa Sputnik Mundo y de Radio Sputnik. Síguenos también en @Sputnik_Report | t.me/SputnikMundo,Twitter oficial de la web de noticias rusa Sputnik Mundo y de Radio Sputnik. Síguenos también en @Sputnik_Report | https://t.co/zot54GuGyv,"[{'text': 't.me/SputnikMundo', 'url': 'http://t.me/SputnikMundo', 'tcourl': 'https://t.co/zot54GuGyv', 'indices': (115, 138)}]",True,2011-02-16 11:49:16+00:00,145807.0,406.0,352759.0,154.0,1789.0,113448.0,"Moscú, Rusia",False,https://mundo.sputniknews.com/,https://t.co/IY6HVlJ2zK,https://pbs.twimg.com/profile_images/1337434663359553538/sgHahM06_normal.jpg,https://pbs.twimg.com/profile_banners/253020963/1641636940,"UserLabel(description='Medios afiliados al gobierno, Rusia', url='https://help.twitter.com/rules-and-policies/state-affiliated', badgeUrl='https://pbs.twimg.com/semantic_core_img/1290393477595820032/pLqK9_SG?format=png&name=orig', longDescription=None)",253020963
The WADA expert group was geopolitically biased against Russia,https://twitter.com/WADA_WTF/status/1205086346139840517,2019-12-12 11:25:48+00:00,"Article by @SonjaEnde
Looks like conspiracy but still worth reading
The Continuation Of The #ColdWar – #Russia's #Sports Ban
And of course  #WADA HQ is in Montreal, #Canada
#RussiaBanned #doping #cleansport
https://t.co/4v2wSgFd2n","Article by @SonjaEnde
Looks like conspiracy but still worth reading
The Continuation Of The #ColdWar – #Russia's #Sports Ban
And of course  #WADA HQ is in Montreal, #Canada
#RussiaBanned #doping #cleansport
oneworld.press/?module=articl…",1205086346139840512,0.0,0.0,0.0,0.0,1.2050863461398405e+18,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,['http://oneworld.press/?module=articles&action=view&id=1208'],['https://t.co/4v2wSgFd2n'],,,,,"[User(username='SonjaEnde', id=1249745414, displayname='sonja van den ende', description=None, rawDescription=None, descriptionUrls=None, verified=None, created=None, followersCount=None, friendsCount=None, statusesCount=None, favouritesCount=None, listedCount=None, mediaCount=None, location=None, protected=None, linkUrl=None, linkTcourl=None, profileImageUrl=None, profileBannerUrl=None, label=None)]",,,"['ColdWar', 'Russia', 'Sports', 'WADA', 'Canada', 'RussiaBanned', 'doping', 'cleansport']",,WADA_WTF,WADA_F@CK,Reliable information on doping in world sport,Reliable information on doping in world sport,,False,2019-11-14 07:47:23+00:00,618.0,625.0,962.0,7795.0,1.0,330.0,,False,,,https://pbs.twimg.com/profile_images/1194922626784866304/Qlu71tTP_normal.png,https://pbs.twimg.com/profile_banners/1194884163205251072/1607606599,,1194884163205251072
The WADA expert group was geopolitically biased against Russia,https://twitter.com/SonjaEnde/status/1204775108822339584,2019-12-11 14:49:04+00:00,"My latest article: https://t.co/Vb97HJbTnN
WADA (World Anti-Doping Agency), located in Laussane, Switzerland, announced that Russia was banned from the Olympics and other major world... https://t.co/Vb97HJbTnN","My latest article: oneworld.press/?module=articl…
WADA (World Anti-Doping Agency), located in Laussane, Switzerland, announced that Russia was banned from the Olympics and other major world... oneworld.press/?module=articl…",1204775108822339584,1.0,0.0,1.0,1.0,1.2047751088223396e+18,en,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://www.facebook.com/twitter,Facebook,"['http://oneworld.press/?module=articles&action=view&id=1208', 'http://oneworld.press/?module=articles&action=view&id=1208']","['https://t.co/Vb97HJbTnN', 'https://t.co/Vb97HJbTnN']",,,,,,,,,,SonjaEnde,sonja van den ende,,,,False,2013-03-07 18:21:51+00:00,377.0,446.0,22665.0,668.0,2.0,2320.0,,False,,,https://pbs.twimg.com/profile_images/1486276614291922946/CmC0rK9S_normal.jpg,https://pbs.twimg.com/profile_banners/1249745414/1491820563,,1249745414
European Parliament resolution distorts the history of World War II,https://twitter.com/pasha971/status/1206257927331500035,2019-12-15 17:01:15+00:00,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale https://t.co/tHeEKWme2r,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale it.sputniknews.com/politica/20191…,1206257927331500032,0.0,0.0,0.0,0.0,1.2062579273315e+18,it,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://www.facebook.com/twitter,Facebook,['https://it.sputniknews.com/politica/201912118399047-putin-si-continua-a-distorcere-la-storia-della-seconda-guerra-mondiale/?utm_referrer=https%3A%2F%2Fzen.yandex.com'],['https://t.co/tHeEKWme2r'],,,,,,,,,,pasha971,paolo ferraris 🇷🇺🇮🇹,"Cogito,ergo sum.","Cogito,ergo sum.",,False,2011-03-18 20:14:40+00:00,381.0,872.0,34907.0,14935.0,7.0,2810.0,valenza po (AL),False,https://www.blogger.com/home?bpli=1&pli=1,https://t.co/BTr8an8Eo8,https://pbs.twimg.com/profile_images/1597240313/russia_104_normal.jpg,https://pbs.twimg.com/profile_banners/268452474/1398796072,,268452474
European Parliament resolution distorts the history of World War II,https://twitter.com/GiorgioKPagano/status/1205231645286121473,2019-12-12 21:03:11+00:00,La Grande Truffa Occidentale. https://t.co/5xO0EBaK7C,La Grande Truffa Occidentale. it.sputniknews.com/politica/20191…,1205231645286121472,0.0,0.0,0.0,0.0,1.2052316452861215e+18,it,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://www.facebook.com/twitter,Facebook,['https://it.sputniknews.com/politica/201912118399047-putin-si-continua-a-distorcere-la-storia-della-seconda-guerra-mondiale/'],['https://t.co/5xO0EBaK7C'],,,,,,,,,,GiorgioKPagano,Giorgio Kadmo Pagano,"dal:
1996 Esperto di Economia Linguistica
1993 Giornalista (RR)
1989 Segretario ERA, ONG Ecosoc Nazioni Unite
1985 Teorico dell'Arte e Architetto
1977 Artista","dal:
1996 Esperto di Economia Linguistica
1993 Giornalista (RR)
1989 Segretario ERA, ONG Ecosoc Nazioni Unite
1985 Teorico dell'Arte e Architetto
1977 Artista",,False,2012-12-26 19:23:50+00:00,26.0,174.0,2679.0,88.0,0.0,620.0,Roma,False,http://www.kadmo.eu,https://t.co/Afm89TO3Bp,https://pbs.twimg.com/profile_images/961420992240410624/4GOnsCVz_normal.jpg,https://pbs.twimg.com/profile_banners/1037870114/1520013551,,1037870114
European Parliament resolution distorts the history of World War II,https://twitter.com/sadefenza/status/1205065196366106625,2019-12-12 10:01:46+00:00,ecco... i... https://t.co/eyG9V4sap0,ecco... i... it.sputniknews.com/politica/20191…,1205065196366106624,0.0,1.0,1.0,0.0,1.2050651963661066e+18,it,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://www.facebook.com/twitter,Facebook,['https://it.sputniknews.com/politica/201912118399047-putin-si-continua-a-distorcere-la-storia-della-seconda-guerra-mondiale/?utm_source=push&utm_medium=browser_notification&utm_campaign=sputnik_it&fbclid=IwAR34TpTrPGUCPFmELELPc0XdcPKMHRj59Hn_Jyu-wofgL2sWOjS1-8WVis8'],['https://t.co/eyG9V4sap0'],,,,,,,,,,sadefenza,Sa Defenza Channel,"SA DEFENZA, con articoli, chiarimenti, spunti di dibattito e di idee nuove, intende portare chi legge nel luogo sicuro del libero pensiero....","SA DEFENZA, con articoli, chiarimenti, spunti di dibattito e di idee nuove, intende portare chi legge nel luogo sicuro del libero pensiero....",,False,2010-12-27 21:51:25+00:00,4220.0,4301.0,110111.0,49556.0,65.0,7417.0,Sardinya pro s'indipendentzia,False,http://sadefenza.blogspot.com,http://t.co/FZzmE4UoU1,https://pbs.twimg.com/profile_images/1009070931136929792/cDlAnBSo_normal.jpg,https://pbs.twimg.com/profile_banners/231198437/1529416207,,231198437
European Parliament resolution distorts the history of World War II,https://twitter.com/linoandreozzi/status/1204931149245698048,2019-12-12 01:09:07+00:00,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale https://t.co/btOZNKtRmN,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale it.sputniknews.com/politica/20191…,1204931149245698048,0.0,0.0,0.0,0.0,1.204931149245698e+18,it,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://www.facebook.com/twitter,Facebook,['https://it.sputniknews.com/politica/201912118399047-putin-si-continua-a-distorcere-la-storia-della-seconda-guerra-mondiale/'],['https://t.co/btOZNKtRmN'],,,,,,,,,,linoandreozzi,lino andreozzi,,,,False,2013-01-14 19:17:24+00:00,28.0,29.0,14309.0,5.0,2.0,91.0,Castelfranco Emilia (MO),False,,,https://pbs.twimg.com/profile_images/822566983849955336/NEHukbT5_normal.jpg,,,1089891126
European Parliament resolution distorts the history of World War II,https://twitter.com/swan92678832/status/1204876582541770759,2019-12-11 21:32:17+00:00,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale #Putin #WWII  https://t.co/DHhiiipJ2M,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale #Putin #WWII  it.sputniknews.com/politica/20191…,1204876582541770752,0.0,0.0,0.0,0.0,1.2048765825417708e+18,it,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,['https://it.sputniknews.com/politica/201912118399047-putin-si-continua-a-distorcere-la-storia-della-seconda-guerra-mondiale/'],['https://t.co/DHhiiipJ2M'],,,,,,,,"['Putin', 'WWII']",,swan92678832,❄️swan🇦🇶,💙Anomalia Sistemica 🇮🇱 #TheDefender @RobertKennedyJr @ChildrensHD Una luce nel buio: @TheLigthArk1 #Trump = 88,💙Anomalia Sistemica 🇮🇱 #TheDefender @RobertKennedyJr @ChildrensHD Una luce nel buio: @TheLigthArk1 #Trump = 88,,False,2018-05-27 20:57:47+00:00,535.0,333.0,68873.0,83438.0,1.0,814.0,Italia,False,,,https://pbs.twimg.com/profile_images/1443878728208207900/nDWI_y4C_normal.jpg,https://pbs.twimg.com/profile_banners/1000843531286609920/1598002177,,1000843531286609920
European Parliament resolution distorts the history of World War II,https://twitter.com/NICOVENDOME55/status/1204816390479368192,2019-12-11 17:33:06+00:00,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale: https://t.co/lFD6WqD5BV,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale: it.sputniknews.com/politica/20191…,1204816390479368192,0.0,0.0,0.0,0.0,1.2048163904793682e+18,it,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://it.sputniknews.com/politica/201912118399047-putin-si-continua-a-distorcere-la-storia-della-seconda-guerra-mondiale/'],['https://t.co/lFD6WqD5BV'],,,,,,,,,,NICOVENDOME55,NICOVENDOME55,"NATO A BARI...
CRESCIUTO A TORINO... 
MORTO A BRESCIA...
PERCHE' IL LAVORO TI UCCIDE !!","NATO A BARI...
CRESCIUTO A TORINO... 
MORTO A BRESCIA...
PERCHE' IL LAVORO TI UCCIDE !!",,False,2011-01-30 12:22:00+00:00,202.0,324.0,68606.0,405.0,241.0,9200.0,Italia,False,https://nicovendome.altervista.org/,https://t.co/I8CuR13m6s,https://pbs.twimg.com/profile_images/581060054092222464/krUObB79_normal.png,https://pbs.twimg.com/profile_banners/244911038/1398381740,,244911038
European Parliament resolution distorts the history of World War II,https://twitter.com/calendaschese/status/1204807302169210880,2019-12-11 16:56:59+00:00,"Ha ricordato che la recente risoluzione del Parlamento europeo ""ha messo praticamente sullo stesso piano gli aggressori nazisti e l'Unione Sovietica"".... https://t.co/Iix2pP0voZ","Ha ricordato che la recente risoluzione del Parlamento europeo ""ha messo praticamente sullo stesso piano gli aggressori nazisti e l'Unione Sovietica"".... it.sputniknews.com/politica/20191…",1204807302169210880,0.0,0.0,0.0,0.0,1.204807302169211e+18,it,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://www.facebook.com/twitter,Facebook,['https://it.sputniknews.com/politica/201912118399047-putin-si-continua-a-distorcere-la-storia-della-seconda-guerra-mondiale/'],['https://t.co/Iix2pP0voZ'],,,,,,,,,,calendaschese,Corrado Gregori,"direttore periodico Africa Mission , dirigente Acli","direttore periodico Africa Mission , dirigente Acli",,False,2010-06-09 21:03:19+00:00,127.0,19.0,61161.0,159.0,13.0,70.0,"Milano, Lombardia",False,,,https://pbs.twimg.com/profile_images/963164081543876609/hjCSPr5B_normal.jpg,https://pbs.twimg.com/profile_banners/153903100/1400950124,,153903100
European Parliament resolution distorts the history of World War II,https://twitter.com/pasha971/status/1204787049670365186,2019-12-11 15:36:31+00:00,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale https://t.co/UXiOaxwqAf,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale it.sputniknews.com/politica/20191…,1204787049670365184,0.0,0.0,0.0,0.0,1.2047870496703652e+18,it,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",http://www.facebook.com/twitter,Facebook,['https://it.sputniknews.com/politica/201912118399047-putin-si-continua-a-distorcere-la-storia-della-seconda-guerra-mondiale/'],['https://t.co/UXiOaxwqAf'],,,,,,,,,,pasha971,paolo ferraris 🇷🇺🇮🇹,"Cogito,ergo sum.","Cogito,ergo sum.",,False,2011-03-18 20:14:40+00:00,381.0,872.0,34907.0,14935.0,7.0,2810.0,valenza po (AL),False,https://www.blogger.com/home?bpli=1&pli=1,https://t.co/BTr8an8Eo8,https://pbs.twimg.com/profile_images/1597240313/russia_104_normal.jpg,https://pbs.twimg.com/profile_banners/268452474/1398796072,,268452474
European Parliament resolution distorts the history of World War II,https://twitter.com/pietrogranero/status/1204785144432910336,2019-12-11 15:28:56+00:00,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale: https://t.co/e6miOjyv8r,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale: it.sputniknews.com/politica/20191…,1204785144432910336,0.0,0.0,0.0,0.0,1.2047851444329103e+18,it,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",http://twitter.com,Twitter Web Client,['https://it.sputniknews.com/politica/201912118399047-putin-si-continua-a-distorcere-la-storia-della-seconda-guerra-mondiale/'],['https://t.co/e6miOjyv8r'],,,,,,,,,,pietrogranero,pietro granero,,,,False,2012-12-26 16:49:00+00:00,292.0,264.0,48179.0,16286.0,0.0,136.0,,False,,,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,,1037543858
European Parliament resolution distorts the history of World War II,https://twitter.com/paolovarsi1/status/1204781032005931010,2019-12-11 15:12:36+00:00,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale: https://t.co/UReCp7cZqr,Putin: si continua a distorcere la storia della Seconda Guerra Mondiale: it.sputniknews.com/politica/20191…,1204781032005931008,0.0,0.0,0.0,0.0,1.204781032005931e+18,it,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://it.sputniknews.com/politica/201912118399047-putin-si-continua-a-distorcere-la-storia-della-seconda-guerra-mondiale/'],['https://t.co/UReCp7cZqr'],,,,,,,,,,paolovarsi1,paolovarsi,,,,False,2015-05-27 07:50:03+00:00,418.0,242.0,133233.0,128319.0,3.0,14352.0,,False,,,https://pbs.twimg.com/profile_images/1117038320121536513/boDcI4Az_normal.jpg,https://pbs.twimg.com/profile_banners/3300222131/1555157664,,3300222131
